,Bilophila_wadsworthia|t__SGB15452,Clostridia_unclassified_SGB4121,Clostridium_fessum|t__SGB4705,Dorea_formicigenerans|t__SGB4575,Dysosmobacter_welbionis,Faecalibacterium_SGB15346,Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii|t__SGB15316_group,Faecalibacterium_prausnitzii|t__SGB15318_group,Faecalibacterium_prausnitzii|t__SGB15342,Harryflintia_acetispora,Lachnospiraceae_bacterium,Lachnospiraceae_bacterium_WCA3_601_WT_6H,Lachnospiraceae_bacterium|t__SGB4750,Mediterraneibacter_sp_gm002,Ruminococcus_torques,unclassified
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6664
69,0.08539,0.21373,0.28456,0.1843,0.55971,0.0,4.42508,1.09193,0.40383,0.0,0.0,2.13152,0.0,0.07918,0.09809,0.0,0.0
70,0.29833,0.05403,0.45206,0.45399,0.24446,2.15081,2.51176,1.03782,1.11997,0.19612,0.0,1.14048,1.04718,0.42245,0.0,0.40868,0.0
71,0.37826,0.01663,0.26088,0.02264,0.24183,0.39857,6.27424,0.95794,0.33512,1.11162,0.0,0.17227,0.03882,0.02479,0.0,0.10703,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32191
73,0.00454,0.0,1.20738,0.03541,0.97006,0.0,2.97071,2.0963,0.0,0.87421,0.0,0.82604,0.0,0.11742,0.0194,0.03721,0.0
74,0.01539,0.14612,0.0,0.01694,0.0,0.0,1.74231,0.18498,0.0,0.00076,0.0,0.45735,0.0,0.41397,0.0,0.6929,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0417
76,0.64761,0.00094,0.42007,0.0,0.52516,0.0,6.74958,6.74958,0.0,0.0,0.0,0.02571,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.88272
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59209
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.54681
80,0.24889,0.00728,0.33462,0.11285,0.09292,0.22513,2.25633,0.85726,0.34005,0.0272,0.0029,0.73102,1.12721,0.01116,0.0,0.20878,0.0
81,0.23355,0.0256,0.17247,0.23886,0.03284,2.2471,12.11138,3.95928,3.67883,1.24794,0.0,1.9487,0.09959,0.01235,0.05911,0.97917,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56118
83,0.18733,0.0527,0.12412,0.15351,0.07696,0.58848,3.94999,1.52717,0.93515,0.3764,0.00196,2.62971,0.0,0.02788,0.00625,0.43056,0.0
84,0.39278,0.05177,0.0,0.34612,0.97364,0.0,3.0529,0.59056,1.99265,0.0,0.0,0.15718,0.0,0.03774,0.0,0.90843,0.0
85,0.23629,0.40794,0.15102,0.08558,0.04337,0.0,0.3013,0.09818,0.0608,0.0,0.00384,0.17232,0.05462,0.0,0.0,1.64489,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15344
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7790800000000004
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.34345
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.70658
92,0.0,0.05715,0.11067,0.09564,0.08911,0.01881,0.31913,0.05128,0.0,0.06492,0.0,1.31337,0.02165,0.02185,0.0,1.43137,0.0
93,0.0,0.09722,0.15445,0.87191,0.84986,0.0,0.37516,0.14108,0.14257,0.07173,0.0,0.92811,0.76875,0.00147,0.0,4.37807,0.0
94,0.11325,0.04718,1.27755,0.53283,0.07533,1.91326,9.55316,5.34576,1.97411,0.87362,0.0,1.21745,0.00973,0.06835,0.0,0.18242,0.0
95,0.0,0.0062,0.0,0.00395,0.05209,0.0,0.03503,0.03503,0.0,0.0,0.0,0.00546,0.0,0.0,0.0,0.26388,0.0
96,0.01235,0.04774,0.40147,0.03188,0.00851,0.0,8.59574,0.00154,0.0,2.81191,0.0,0.17246,0.02084,0.0,0.0,0.08828,0.0
97,0.0,1.09267,0.0,0.0,0.77436,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,6.97158,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77347
99,0.87324,0.0,0.09428,0.04063,0.66446,0.06625,1.22448,0.24419,0.07361,0.20079,0.00145,0.27687,0.73874,0.00832,0.00306,0.07518,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53974
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.03368,1.63027,0.0,0.0,0.0,1.79423,1.79423,0.0,0.0,0.0,0.38026,0.0,0.38026,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93773
104,0.14111,0.08885,3.2517,0.1535,0.05036,0.0,0.0615,0.00125,0.03225,0.0,0.0,0.25662,0.01566,0.0358,0.0,6.22785,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05954
106,0.0028,0.30869,0.03271,0.40137,0.01366,0.0,0.37516,0.00882,0.02852,0.07317,0.0,0.5534,0.1399,0.01233,0.0,3.79948,0.0
107,0.0204,0.03163,0.50119,0.52231,0.13737,0.53698,3.32052,0.52753,2.47243,0.32056,0.0,1.22242,0.02345,0.34643,0.0,2.45749,0.0
108,0.00575,0.03229,0.42853,0.69725,0.48535,0.36247,3.85883,0.04086,1.65433,0.10678,0.0,1.4425,0.02279,0.0321,0.0,5.48355,0.0
109,0.0,0.0,0.19954,0.68195,0.02915,0.0,0.61173,0.0,0.0,0.57732,0.0,1.4982,0.0,0.00128,0.0,6.20692,0.0
110,0.10001,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19813,0.0,0.0,0.90501,0.31802,0.0
111,0.0,0.02683,0.09166,0.04642,0.04617,0.07101,2.36009,0.27314,0.0,0.28007,0.0,0.52196,0.0,0.04765,0.0,0.98064,0.0
112,0.19142,0.03386,0.43596,0.0,0.05807,0.0,4.92379,2.8851,0.50643,0.80019,0.0,0.41444,0.37434,0.08578,0.15978,2.19704,0.0
113,0.00395,0.0,0.01298,0.01171,0.08736,0.01088,1.64065,0.11767,0.0267,0.0,0.0,0.04241,0.0,0.0,0.0,0.0,0.0
114,0.24652,0.00438,0.03842,0.00587,0.07214,0.08853,3.50458,0.03356,0.11246,1.79418,0.0,0.53759,0.10193,0.0,0.0,0.09108,0.0
115,0.0,0.01696,0.0,0.40306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72233,0.0,0.0276,0.0,2.69321,0.0
116,0.0,0.06426,0.0,0.74038,0.09105,0.0,4.85501,3.32677,0.0,1.52825,0.0,0.27816,0.0,0.0,0.0,0.16139,0.0
117,0.14763,0.00815,0.28903,0.01928,0.0,0.59414,7.15817,0.16729,2.32542,4.21133,0.0,0.04001,0.5924,0.0,0.0,0.07843,0.0
118,0.0,0.0,0.0,0.02332,0.13986,0.09523,2.67698,0.04543,0.21713,1.06009,0.0,0.15175,0.0,0.0,0.0,0.07603,0.0
119,0.05957,0.0179,0.0,0.0,0.72583,0.0,0.0017,0.0017,0.0,0.0,0.0,0.76322,0.02731,0.03274,0.0,13.25429,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56418
121,0.0,0.04443,0.0,0.0,0.0,0.00025,3.93278,1.15741,0.00034,2.77471,0.0,0.02897,0.0,0.02897,0.0,1.49807,0.0
122,0.50349,0.07895,0.26542,0.02977,0.32159,0.0,0.0,0.0,0.0,0.0,0.0,0.97959,3.5367,0.60754,0.01946,0.52422,0.0
123,0.00426,0.0,1.48309,0.0,0.0,0.0,2.29811,2.29811,0.0,0.0,0.0,2.44503,0.0,0.0,0.0,0.03404,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13981
125,0.0,0.10529,0.03594,0.06971,0.1154,0.04946,0.77099,0.07103,0.0,0.47373,0.0,0.81406,0.0,0.0,0.0,2.14065,0.0
126,0.05907,0.0,0.45211,0.04025,0.00328,0.72626,1.50839,0.27898,0.08993,0.20872,0.0,1.05225,5.85235,0.0358,0.08203,0.10062,0.0
127,0.06538,0.0,0.13069,0.03873,0.07736,0.13634,0.69599,0.0,0.0,0.20973,0.0,1.13226,0.0,0.07394,0.0,1.39825,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.39968
129,0.12918,0.12487,0.52596,0.23794,0.0681,0.0944,4.01073,0.31684,1.99488,0.08986,0.0,0.60929,0.82227,0.00592,0.05569,0.33481,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0145
131,0.0,0.02815,0.12981,0.10688,0.03384,0.13984,1.30621,0.02743,0.0,0.44255,0.0,1.34752,0.0,0.02135,0.0,0.72756,0.0
132,0.00057,0.08716,0.92925,0.0,0.00629,0.82735,2.17471,2.17471,0.0,0.0,0.0,1.04981,0.0,0.0008,0.0,0.01711,0.0
133,0.0,0.00358,0.1424,0.04025,0.0,0.42357,2.19702,0.13341,0.33171,0.34653,0.0,0.34922,0.00362,0.0,0.0,0.2261,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09016
135,0.021233728163667004,0.002001224535437914,0.16726075481461092,0.033784975148689986,0.04572069319662564,1.2463845842490477,3.8637302956127244,1.5577261757606653,0.4196956173390027,0.733217438397558,0.0,1.7622585978981509,4.764109054884305,0.006602137249889995,0.0,0.23079380602591773,0.0
136,0.021578631090814683,0.03121686227018418,0.48610911880506996,0.5065936148827314,0.15507684839675284,0.5208221924139477,3.22065621555227,0.5117076975623416,2.39803421578088,0.3109143022090489,0.0,1.2086026041127877,0.0235661479706547,0.336991021524696,0.0,2.7823673081773794,0.0
137,0.21445516334561607,0.0213105316044908,0.17039563989310924,0.20462803151552617,0.03935295455208761,2.0042574437384593,12.00002137907596,4.424844824830396,3.3917623543513225,1.1376906087938616,0.0,1.657140141551182,0.08568944148080299,0.010699560011884154,0.0493380548114806,0.8223714988346267,0.0
138,0.004331717857836834,0.08570292005193633,0.10642223888084523,0.26870682346508457,0.07037156475429417,0.11402185565202073,3.345890557245053,0.23448076612785268,3.0433423657981717,0.06806742531902821,0.0,1.252004543002924,0.004979352145405576,0.27438265845374193,0.0,1.5306258017084478,0.0
139,0.04246522109121835,0.08419769584862745,0.15772648590907196,0.7568057045095449,0.7013053652924546,0.4085788838110758,2.5090978166353186,0.8353240897901516,0.7855503585357816,0.2855943446786638,0.0,1.1136787432818949,0.6470800049436966,0.0034482556432132547,0.010747673811611718,3.760065118959786,0.0
140,0.02077056074090138,0.23671997921791946,0.2957980719712908,0.5036448771821617,0.04572024752728551,2.4022128816350596,8.773409298368847,1.2804128458994335,1.702175535826292,0.7592313037402689,0.0,1.8890426289612405,0.045709197295857706,0.015344786734586389,0.0,0.8014402113056045,0.0
141,0.015084028172637223,0.029578430860526257,0.16355051146208927,0.27652225699019484,0.27861505115949886,0.8854074064545515,2.853372597224852,1.1474379349384654,0.33943465735459877,0.5416378315275578,0.0,1.5206729665162209,3.6069754910278693,0.005115770646892022,0.0,1.431925523277585,0.0
142,0.01127277744168332,0.1465592237905677,0.07358912315387606,0.378374156621733,0.02870018533821543,1.4584577808498247,13.049515814917502,0.28449603629076436,3.8545089001873825,0.8930222366728536,0.0,1.4557913971689693,0.1813596310569584,0.029868294836931254,0.0011405845640826292,0.8306744783999959,0.0
143,0.26105029146654907,0.01913209177213354,0.926082994458318,0.005403632183212869,0.0,0.044235489359139075,1.065871351215105,1.0192212892017567,0.0,0.0,0.0,0.24457311129395215,0.0,0.21600858721114904,0.0,0.0,0.0
144,0.10815954378705708,0.04251654217751214,0.18836632430412875,0.09957012635330341,0.03327303776393058,1.0204059227749898,6.234535271172097,3.4933913875660156,0.9143006944530602,0.5854978375936474,0.0,2.0033743517426315,0.3934430681601325,0.04904284520098475,0.03672828025402303,0.24870927278306376,0.0
145,0.12404342908394923,0.05666559589947982,0.21456228108548803,0.1014803794450219,0.04146066745385338,0.9148903650132016,5.688629325986957,3.0247678277353325,0.9613107534149098,0.5676096887789096,0.0,1.803232938775397,0.47112378635106567,0.042967057970145967,0.03350963463373022,0.2591153546936581,0.0
146,0.04900244066271601,0.12573715708152364,0.01566934536704386,0.01750355519703425,0.005324480661088437,0.2124086965534706,1.966623102621516,0.28823056577742834,0.007951150057166385,0.1287330627007897,0.0,0.44277847131628767,0.01806724483165246,0.35674124872889335,0.0017143795474135943,0.5982994485216048,0.0
147,0.1352065054682254,0.1806972045901229,0.30728301076306924,0.2025853335518193,0.4012916428852926,0.0,5.237245044374392,1.2310317529535588,1.1223802131977665,0.47662522974575233,0.0,1.9240680850751417,0.0016944389615042652,0.06099691707516802,0.06943353142518045,0.20329761802268762,0.0
