,Bacteroides_caccae|t__SGB1877,Bacteroides_cellulosilyticus|t__SGB1844,Bacteroides_fragilis,Bacteroides_stercoris,Bacteroides_uniformis,Blautia_wexlerae|t__SGB4837_group,Eubacterium_siraeum|t__SGB4198_group,Faecalibacterium_prausnitzii,Phocaeicola_coprocola|t__SGB1891_group,Ruminococcus_torques,parainfluenzae|t__SGB9712_group,putredinis|t__SGB2318,unclassified
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41881,2.7790800000000004
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11881,0.2215,20.34345
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28738,0.0,25.70658
77,0.0,0.0,0.0,0.0,0.0,1.9472,21.78071,0.31913,0.0,1.43137,0.0,0.0,0.0
78,0.39655,0.39487,0.10852,0.0,8.15887,0.06552,0.0,0.37516,0.0,4.37807,0.0,0.0,0.0
79,0.0346,0.0,0.0,0.0,0.29749,2.34763,0.0,9.55316,0.0,0.18242,0.0,0.0,0.0
80,0.0,0.0,0.2765,8.68843,37.0396,0.08423,0.0,0.03503,0.0,0.26388,0.0,0.0,0.0
81,0.0,0.0,0.0,7.14592,0.32272,0.26427,0.0,8.59574,0.00038,0.08828,0.0,0.0,0.0
82,22.20384,0.0,0.76382,5.34026,0.00588,0.0,0.0,0.0,0.0,6.97158,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15012,0.02337,25.77347
84,5.24133,0.31457,0.0,0.11619,1.05716,0.13211,0.00437,1.22448,1.58204,0.07518,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46139,0.0,7.53974
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,66.41921,0.0008,0.27809,0.84203,0.0,1.79423,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93773
89,0.12368,0.0,0.04607,0.11245,0.48076,0.29905,0.01025,0.0615,0.0,6.22785,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.60158,2.05954
91,3.1933,0.2659,0.01339,0.0,0.62887,0.69658,0.13883,0.37516,0.0,3.79948,0.0,0.0,0.0
92,0.3341,0.0,0.06752,0.49,0.72121,6.53385,0.00326,3.32052,0.0,2.45749,0.0,0.0,0.0
93,0.19402,0.07944,0.00097,0.0,1.02145,3.06401,0.0,3.85883,0.0,5.48355,0.0,0.0,0.0
94,0.00979,0.03753,0.0,0.0,0.08495,11.04473,0.154,0.61173,0.0,6.20692,0.0,0.0,0.0
95,0.00364,0.03912,1.04772,2.63578,4.4218,9.76223,0.0,0.0,0.0,0.31802,0.0,0.0,0.0
96,0.0,11.39672,0.0,0.0,0.0,3.33163,2.23512,2.36009,0.0,0.98064,0.0,0.0,0.0
97,0.16672,0.4565,0.02144,0.00093,2.21755,0.31033,0.0,4.92379,0.0,2.19704,0.0,0.0,0.0
98,3.25563,4.25677,0.74797,0.0,2.57294,0.00789,0.0,1.64065,0.0,0.0,0.0,0.0,0.0
99,0.0,0.21795,0.0,0.00771,2.00997,0.16458,0.0,3.50458,0.0,0.09108,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.7217,13.75679,0.0,0.0,0.0,2.69321,0.0,0.0,0.0
101,0.0,0.17154,0.19036,0.0,2.76112,6.0884,0.0,4.85501,0.0,0.16139,0.0,0.0,0.0
102,0.50433,0.0,0.01831,1.57114,12.93786,0.26184,0.0,7.15817,0.0,0.07843,0.0,0.0,0.0
103,1.82708,0.0,0.00142,7.16261,7.30184,0.01493,0.0,2.67698,0.0,0.07603,0.0,0.0,0.0
104,1.74062,0.0,0.30241,0.0,0.31574,8.7047,0.0,0.0017,0.0,13.25429,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1368,0.0,0.56418
106,0.0,0.0,0.08122,0.00029,0.00076,0.0,0.0,3.93278,0.0,1.49807,0.0,0.0,0.0
107,0.00293,0.12694,6.05508,13.13054,15.23865,0.16702,0.0,0.0,0.0,0.52422,0.0,0.0,0.0
108,0.24959,0.0,0.29406,0.0,0.73238,0.62134,0.0,2.29811,0.0,0.03404,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13981
110,0.0,0.65627,0.0,0.0,0.0,0.93093,11.2451,0.77099,0.0,2.14065,0.0,0.0,0.0
111,0.06472,0.07137,0.26932,1.25612,4.37719,0.21221,0.0,1.50839,0.0,0.10062,0.0,0.0,0.0
112,0.07776,0.5079,0.0,0.79261,0.60525,0.87968,1.35071,0.69599,0.0,1.39825,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18344,20.39968
114,0.41079,1.93587,0.0,0.5839,7.55254,0.216,0.00086,4.01073,0.14333,0.33481,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68984,7.0145
116,0.0,7.06138,0.0,0.0,0.0,2.29566,2.74083,1.30621,0.0,0.72756,0.0,0.0,0.0
117,0.13868,0.01251,0.80229,0.02444,1.88518,0.2984,0.0,2.17471,11.76954,0.01711,0.0,0.0,0.0
118,0.0,18.60051,0.0,0.0,0.0,1.95186,0.99793,2.19702,0.0,0.2261,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.966,0.0,5.09016
120,1.105273120916132,5.3835903926703494,0.5568249200696304,0.3244472464132959,12.78832627019946,0.675513870997183,0.003979488537910753,4.736084742040006,0.0,0.04904198082869642,0.0,0.0,0.0
121,0.2646504111650865,0.0,0.014783692722711204,0.8278162871516669,6.789325047706822,0.17401974100132123,0.0,4.5843173678197715,0.03232606752037518,0.3704529154549388,0.0,0.0,0.0
122,0.2727955064118571,0.04806313197269059,0.029164927658715655,0.21165305913463672,0.7805944677511533,4.226348179676325,0.7588980973018847,4.083201979070723,0.0,1.5904563208538343,0.0,0.0,0.0
123,0.14759225046962815,0.05630475710266755,0.0006875077340078993,0.0,0.8106117516622255,2.855379268544927,0.0,5.517184829903917,0.0,3.939706468021954,0.0,0.0,0.0
124,0.25134305062300627,1.479063553269821,0.10484629607759086,0.3698019381999173,8.538810150097275,0.17395590555632814,0.0005261934894612464,8.927793055541107,0.08769687540055866,0.3388234410685706,0.0,0.0,0.0
125,1.363872066688916,6.478494961615382,0.6879745172893356,0.1573297823682182,13.705836371011074,0.5913241526704064,0.0018245796973287071,3.7801273112492924,0.0,0.04263491624075791,0.0,0.0,0.0
126,0.36500242389205517,0.22192476081329313,0.14254907530885497,0.3009703383674671,5.836719300895062,0.6579636013499428,0.0038212520028406533,11.136160262938647,0.0,0.7153429322473005,0.0,0.0,0.0
127,0.6376967516738656,0.0,0.11079148503044531,0.0,0.5729717460964929,11.905896995114373,0.0,0.0006228151335992758,0.0,6.562386735972141,0.0,0.0,0.0
128,0.006006441692138363,0.3464490028106292,0.30230100558583856,0.46984785844023264,7.956223172221983,1.718701765252981,0.00596539539355883,6.4081452625731465,0.0,0.03470692579891643,0.0,0.0,0.0
129,0.08499209527054652,0.01618247656431001,0.15281879736592224,7.6135366086774,3.7425557306769397,0.42454948609758125,0.10836798627529426,3.1084340789422114,7.975648668283621,0.2780256208721705,0.0,0.0,0.0
130,0.08808808573698199,0.017124023557900932,0.0,7.449961271354713,1.8430661284210745,0.3340460031752388,0.4755191187344905,8.906488313697412,0.0003041239627798233,0.07348017926642238,0.0,0.0,0.0
131,1.7661734464777594,0.010598371775704536,0.43966957988663774,8.253589454937234,3.2431952639293975,0.5624724286458099,0.0,2.636046137188774,4.98139414725704,0.608312497053048,0.0,0.0,0.0
132,0.12904273056798682,0.04706141335040065,0.0005746421317961813,0.0,0.7263744512733642,2.7720239488413903,0.0,6.179755948091806,0.0,3.3228866434316395,0.0,0.0,0.0
133,0.15086254974407382,0.01331823718132796,0.7655198532908497,0.023810132403516832,1.857745457239315,0.2974891074065608,7.617867686079627e-05,2.4394875715947855,11.870682986673032,0.026415411180197145,0.0,0.0,0.0
134,0.3083314647758478,0.24226046419374672,0.08433330089243865,0.0,0.9125050691205061,7.145057557306162,0.0827835924601134,3.0370551242390613,0.0,2.9166940245940514,0.0,0.0,0.0
135,4.4556724996943045,0.26473773533486283,0.0961704900359218,0.11169498409960299,0.9333253813782889,0.1150678190786921,0.004927613884457443,2.9676287495686005,1.4913791444004145,0.06975733286674413,0.0,0.0,0.0
