,Agathobaculum_butyriciproducens,Anaerostipes_hadrus,Bacteroides_caccae,Bacteroides_thetaiotaomicron|t__SGB1861,Bacteroides_uniformis|t__SGB1836_group,Bacteroides_xylanisolvens,Blautia_wexlerae,Clostridiaceae_bacterium,Clostridium_sp_AF34_10BH|t__SGB4914,Eggerthella_lenta,Enterocloster_bolteae|t__SGB4758_group,Enterocloster_citroniae,Escherichia_coli|t__SGB10068,Faecalibacterium_prausnitzii|t__SGB15316_group,Flavonifractor_plautii|t__SGB15132,Lachnospiraceae_bacterium,Parabacteroides_distasonis|t__SGB1934
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.00736,0.27809,0.8424,0.84203,0.24986,0.0,0.0015,1.07529,0.06596,0.64741,1.79423,1.24815,0.38026,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.28434,0.03439,0.12368,0.0615,0.48076,0.03766,0.29905,8e-05,0.00991,0.23536,2.09879,0.30916,5.89748,0.00125,0.06965,0.25662,0.39421
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.02763,1.26489,3.1933,0.04743,0.62887,0.0,0.69658,0.08103,0.02416,0.03491,0.20715,0.0,0.20458,0.00882,0.0122,0.5534,0.25912
92,0.41199,7.52113,0.3341,0.35008,0.72121,0.10734,6.53385,0.36233,0.16663,0.03987,0.07569,0.01359,0.12957,0.52753,0.01272,1.22242,0.35457
93,0.52473,2.97716,0.19402,0.06498,1.02145,0.14066,3.06401,0.18734,0.15858,0.05022,0.02353,0.00197,0.01272,0.04086,0.12981,1.4425,0.40805
94,0.05142,2.00175,0.00979,0.0,0.08495,0.0,11.04473,0.39747,0.06195,0.21742,0.24801,0.02665,0.0,0.0,0.05859,1.4982,0.00137
95,0.73003,4.4373,0.00364,1.20784,4.4218,8.44857,9.76223,2.59358,0.0,0.46239,0.86126,0.06553,3.63318,0.0,1.52374,0.19813,2.73614
96,0.03975,2.06749,0.0,0.0,0.0,0.0,3.33163,0.60966,0.7796,0.0,0.0,0.0,0.0,0.27314,0.0,0.52196,0.0
97,0.08898,0.02653,0.16672,1.13695,2.21755,0.92223,0.31033,0.16465,3.66613,0.0,0.01174,0.0019,3.68166,2.8851,0.01153,0.41444,1.13128
98,0.0,0.0,3.25563,0.0,2.57294,0.01833,0.00789,0.07497,0.02157,0.0,0.0,0.0,0.0,0.11767,0.01777,0.04241,1.40063
99,0.03713,0.0686,0.0,0.2559,2.00997,0.01024,0.16458,0.41565,0.37792,0.0,0.0,0.0,0.21819,0.03356,0.00553,0.53759,0.04197
100,0.33563,23.04848,0.0,0.0,0.7217,0.0,13.75679,0.15958,0.0,0.27729,0.72807,0.21008,0.53765,0.0,0.02499,1.72233,0.58688
101,0.16145,1.84735,0.0,0.03678,2.76112,0.05514,6.0884,0.06061,0.09372,0.0,0.0,0.0,0.67104,3.32677,0.02841,0.27816,0.20776
102,0.03703,0.02347,0.50433,0.31407,12.93786,0.25836,0.26184,0.04182,1.52603,0.0,0.0072,0.00254,0.1513,0.16729,0.01256,0.04001,0.54266
103,0.0,0.0,1.82708,0.0583,7.30184,0.15335,0.01493,0.00086,0.38533,0.0,0.0,0.0,0.02157,0.04543,0.0,0.15175,0.36444
104,0.20423,3.60233,1.74062,0.0,0.31574,1.67668,8.7047,0.54364,0.06491,0.07151,0.18295,0.02559,0.54982,0.0017,0.18376,0.76322,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.12436,0.32831,0.0,0.01091,0.00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404,1.15741,0.00649,0.02897,0.0
107,0.18155,0.06573,0.00293,4.21796,15.23865,1.13454,0.16702,0.46934,1.43575,0.03995,0.19325,0.05987,0.75182,0.0,0.24858,0.97959,1.52851
108,0.29905,2.97345,0.24959,0.05346,0.73238,0.08347,0.62134,0.18874,0.0,0.00816,0.03254,0.0,0.30892,2.29811,0.00073,2.44503,0.2176
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,1.86087,0.0,0.0,0.0,0.0,0.93093,0.5563,0.98223,0.0,0.0,0.0,0.0,0.07103,0.02858,0.81406,0.0
111,0.03718,0.01902,0.06472,0.61089,4.37719,0.38593,0.21221,0.12697,0.416,0.0,0.0,0.0,1.90024,0.27898,0.00419,1.05225,0.15095
112,0.0062,0.24226,0.07776,0.0159,0.60525,0.0,0.87968,0.57247,14.33745,0.0,0.0,0.0,0.0,0.0,0.05907,1.13226,0.74537
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.03593,0.45642,0.41079,1.60457,7.55254,0.10023,0.216,1.33119,0.16838,0.1371,0.04443,0.01955,0.14853,0.31684,0.01815,0.60929,0.45709
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.04333,1.22008,0.0,0.0,0.0,0.0,2.29566,0.79593,2.1175,0.0,0.0,0.0,0.0,0.02743,0.01755,1.34752,0.0
117,2.63277,0.55582,0.13868,0.57039,1.88518,0.51909,0.2984,0.91555,0.44661,0.0342,0.25682,0.03523,0.68558,2.17471,0.08237,1.04981,0.46674
118,0.00521,1.20341,0.0,0.0,0.0,0.0,1.95186,0.41983,1.98171,0.0,0.0,0.0,0.0,0.13341,0.0,0.34922,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.246050867675557,1.2199649529311116,1.105273120916132,1.3017729574800347,12.78832627019946,0.998928446755333,0.675513870997183,0.34689008111630426,0.29665863133144044,0.0004592001196467051,0.04203768368038473,0.06025957933727444,0.09534461561740581,1.5917507491207616,0.16484588537559675,0.9736309544821014,1.5904865481072756
121,0.020211130115464895,0.041201337535801213,0.2646504111650865,0.16653063420022826,6.789325047706822,0.13557607167650496,0.17401974100132123,0.02194531397086019,0.8007940573637439,0.0,0.00526100624105953,0.0019934698963770736,0.10048220523443518,0.1756970587244257,0.006590940781300908,0.23834815082260186,0.2847643251895502
122,0.20867176107238608,3.470051580996062,0.2727955064118571,0.20571450703770733,0.7805944677511533,0.04636497830104471,4.226348179676325,0.5722660794604333,0.2199533211000646,0.017221647893261156,0.03376754237578814,0.008596796713864197,0.07775202460053379,0.8366996041538421,0.006619089500216323,1.8116861543617877,0.17363312733788672
123,0.5108704052179752,2.281104881178268,0.14759225046962815,0.05012731384989986,0.8106117516622255,0.09969570913974343,2.855379268544927,0.32696398668514726,0.12474499849179149,0.036136158780022694,0.016677378331140073,0.0015972267005465064,0.009015565336680907,1.5858014658365924,0.10600784237161404,1.3769588819984306,0.2902070407102644
124,0.25413465817391995,0.3042081126653811,0.25134305062300627,1.052360876263635,8.538810150097275,0.06407021567233687,0.17395590555632814,0.9186633750398923,0.3445987857960397,0.09882093247752106,0.04023412979194892,0.012540063278686174,0.4087205305518002,1.0973261992922394,0.11423581591147497,0.4789890167583028,0.7775093168777285
125,0.23044425341956792,0.686992403779601,1.363872066688916,1.5770773892187988,13.705836371011074,1.2176698163964645,0.5913241526704064,0.39857659109763494,0.31962455582510535,0.0005679340519696524,0.05199178093940363,0.07452843672892666,0.04895147115961497,1.8649661713718668,0.20387971959571172,0.893709866740912,1.8021948093077
126,0.7607969212567889,1.2626493882126424,0.36500242389205517,0.14506598495230416,5.836719300895062,0.021954670337421642,0.6579636013499428,0.3246646966952006,2.0178247844513506,0.00915256969443963,0.0,0.0,0.36325181069045365,2.9305335204340244,0.012698925005278187,1.7624431793263717,0.475460030593783
127,0.2874900537912089,15.924152641034377,0.6376967516738656,0.0,0.5729717460964929,0.614271575413667,11.905896995114373,0.3002849295353752,0.023780547248193527,0.2019000598870241,0.5283588319837428,0.1424899035307468,0.5421086236328841,0.0006228151335992758,0.08315726985973944,1.3709486924785872,0.3718695614077982
128,0.14227559227634654,1.8775863479707513,0.006006441692138363,0.06344845620427404,7.956223172221983,1.081148564190592,1.718701765252981,0.1018704004241095,2.1843237664877746,0.1471167513688183,0.009714590081883738,0.0075769451198566895,0.13449305155087624,0.7936556696222163,0.043019424948274626,1.7573738670478702,0.5251862703316807
129,0.12365277471144792,0.07358612292411815,0.08499209527054652,0.2380667133441985,3.7425557306769397,0.12820888327642152,0.42454948609758125,0.06712341634746288,0.5603648652600555,0.018578758102538832,0.005176708826419827,0.0028077501845933123,0.23568190828459482,0.2578457057835334,0.1451342066541425,0.4607829070138628,0.16705988923630188
130,0.05414483910250503,0.4655130046213737,0.08808808573698199,0.10789447914650654,1.8430661284210745,0.2805359665907745,0.3340460031752388,0.28427646022963715,0.21708160854025163,0.0011684762780487948,0.03263718771757432,0.010781745265452775,0.31348676871343295,0.7332565551462388,0.037477686546241284,0.3488358452561223,0.38921988928362494
131,0.07859165976404628,0.2263739338952096,1.7661734464777594,0.18533820344723226,3.2431952639293975,0.18531650723120413,0.5624724286458099,0.05228806668426552,0.3177293880889984,0.0181717391134891,0.03671753660457702,0.012542466800160548,0.6631556664198537,0.32096745331728,0.8180217901845527,0.35389524207074297,0.2133211038105847
132,0.5053330093321446,2.0030063644544134,0.12904273056798682,0.04419314301196416,0.7263744512733642,0.0833290332561349,2.7720239488413903,0.38274868325047096,0.1112267246103921,0.030509168550168376,0.013939514805323858,0.0014482906481434142,0.007535513315925181,2.203059953643751,0.09649804271309473,1.3507728987224026,0.24312463114433686
133,2.511751346228208,0.538954319645496,0.15086254974407382,0.5447637718065044,1.857745457239315,0.5405027112556646,0.2974891074065608,0.8800488785663602,0.5807917717283846,0.032654594768805674,0.24489060500525017,0.03359355195987448,0.8745597881182932,2.301373307925526,0.07882676251771857,1.1220389982672148,0.4588387847963284
134,0.20291738427014266,1.4616061739685071,0.3083314647758478,0.41102839410539915,0.9125050691205061,0.05288677935802021,7.145057557306162,0.45134707746661956,0.49221933956511765,0.08532759829958927,0.0975940455662419,0.010853833850562603,0.09969203474850703,0.22830927989604152,0.03905135756284974,1.0274377960556516,0.17611812575241073
135,0.030195721901213456,0.015169305657736288,4.4556724996943045,0.2725871774815847,0.9333253813782889,1.832160771837224,0.1150678190786921,0.09070340437152842,0.13411921817570488,0.0003461639710852018,0.00728279819402558,0.025338333353231924,0.9750288825176583,1.351510565299507,0.06534897506973089,0.2652351390408161,1.3401106499950244
