,Bilophila_wadsworthia|t__SGB15452,Clostridia_unclassified_SGB4121,Clostridium_fessum|t__SGB4705,Coprococcus_catus,Dorea_formicigenerans,Dorea_longicatena,Dysosmobacter_welbionis,Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii|t__SGB15342,GGB9581_SGB14999|t__SGB14999,Lachnospiraceae_bacterium,Parabacteroides_distasonis|t__SGB1934,Phascolarctobacterium_faecium,Phocaeicola_coprocola,Ruminococcus_torques,unclassified
55,0.29833,0.05403,0.45206,0.44543,0.45399,1.4196,0.24446,2.51176,0.19612,0.00363,1.14048,0.35464,0.0,0.0,0.40868,0.0
56,0.37826,0.01663,0.26088,0.0034,0.02264,0.02668,0.24183,6.27424,1.11162,0.05107,0.17227,0.14502,2.58214,1.72067,0.10703,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32191
58,0.00454,0.0,1.20738,0.14316,0.03541,0.10082,0.97006,2.97071,0.87421,0.01811,0.82604,1.98145,2.5476,0.0,0.03721,0.0
59,0.01539,0.14612,0.0,0.00244,0.01694,0.12612,0.0,1.74231,0.00076,0.0,0.45735,0.0,0.0,0.06802,0.6929,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0417
61,0.64761,0.00094,0.42007,0.0,0.0,0.0,0.52516,6.74958,0.0,0.03947,0.02571,1.7533,1.13708,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.88272
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59209
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.54681
65,0.24889,0.00728,0.33462,0.05794,0.11285,0.05981,0.09292,2.25633,0.0272,0.10752,0.73102,2.00509,3.68943,0.0,0.20878,0.0
66,0.23355,0.0256,0.17247,0.01907,0.23886,0.94999,0.03284,12.11138,1.24794,0.0,1.9487,0.38427,0.0,0.0,0.97917,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56118
68,0.18733,0.0527,0.12412,0.1019,0.15351,0.25618,0.07696,3.94999,0.3764,0.0,2.62971,0.7162,0.0,0.0,0.43056,0.0
69,0.39278,0.05177,0.0,0.0466,0.34612,2.33467,0.97364,3.0529,0.0,0.07187,0.15718,0.25591,0.8617,0.0,0.90843,0.0
70,0.23629,0.40794,0.15102,0.0,0.08558,0.11182,0.04337,0.3013,0.0,0.01241,0.17232,1.10591,2.63711,4.2537,1.64489,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15344
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7790800000000004
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.34345
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.70658
77,0.0,0.05715,0.11067,0.02694,0.09564,0.53424,0.08911,0.31913,0.06492,0.0,1.31337,0.0,0.17493,0.0,1.43137,0.0
78,0.0,0.09722,0.15445,0.53458,0.87191,1.42656,0.84986,0.37516,0.07173,0.0,0.92811,0.22411,0.0,0.0,4.37807,0.0
79,0.11325,0.04718,1.27755,0.26858,0.53283,1.42355,0.07533,9.55316,0.87362,0.19096,1.21745,0.00341,0.0,0.0,0.18242,0.0
80,0.0,0.0062,0.0,0.0,0.00395,0.00487,0.05209,0.03503,0.0,0.0,0.00546,0.04955,0.17046,0.0,0.26388,0.0
81,0.01235,0.04774,0.40147,0.01964,0.03188,0.09429,0.00851,8.59574,2.81191,0.00215,0.17246,0.31815,0.32902,0.00038,0.08828,0.0
82,0.0,1.09267,0.0,0.0,0.0,0.0,0.77436,0.0,0.0,0.0,0.0015,0.0,3.0301,0.0,6.97158,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77347
84,0.87324,0.0,0.09428,0.01168,0.04063,0.15788,0.66446,1.22448,0.20079,0.02563,0.27687,1.42179,0.0,1.58204,0.07518,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53974
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.03368,1.63027,0.0,0.0,0.0,0.0,1.79423,0.0,0.0,0.38026,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93773
89,0.14111,0.08885,3.2517,0.00545,0.1535,1.31242,0.05036,0.0615,0.0,0.17976,0.25662,0.39421,0.00689,0.0,6.22785,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05954
91,0.0028,0.30869,0.03271,0.53338,0.40137,1.68652,0.01366,0.37516,0.07317,0.0049,0.5534,0.25912,0.75699,0.0,3.79948,0.0
92,0.0204,0.03163,0.50119,0.28607,0.52231,2.64806,0.13737,3.32052,0.32056,0.00033,1.22242,0.35457,0.0,0.0,2.45749,0.0
93,0.00575,0.03229,0.42853,0.16209,0.69725,1.51083,0.48535,3.85883,0.10678,0.0,1.4425,0.40805,0.0,0.0,5.48355,0.0
94,0.0,0.0,0.19954,0.0,0.68195,1.71387,0.02915,0.61173,0.57732,0.0,1.4982,0.00137,0.0,0.0,6.20692,0.0
95,0.10001,0.804,0.0,0.0,0.0,0.85682,0.0,0.0,0.0,0.0,0.19813,2.73614,0.797,0.0,0.31802,0.0
96,0.0,0.02683,0.09166,0.03043,0.04642,0.26333,0.04617,2.36009,0.28007,0.0,0.52196,0.0,0.49237,0.0,0.98064,0.0
97,0.19142,0.03386,0.43596,0.01129,0.0,0.08536,0.05807,4.92379,0.80019,0.02825,0.41444,1.13128,0.00607,0.0,2.19704,0.0
98,0.00395,0.0,0.01298,0.0,0.01171,0.0,0.08736,1.64065,0.0,0.0,0.04241,1.40063,0.0,0.0,0.0,0.0
99,0.24652,0.00438,0.03842,0.00291,0.00587,0.05966,0.07214,3.50458,1.79418,0.0,0.53759,0.04197,0.02775,0.0,0.09108,0.0
100,0.0,0.01696,0.0,0.0,0.40306,1.18476,0.0,0.0,0.0,0.0,1.72233,0.58688,0.0,0.0,2.69321,0.0
101,0.0,0.06426,0.0,0.5637,0.74038,0.0,0.09105,4.85501,1.52825,0.0,0.27816,0.20776,0.0,0.0,0.16139,0.0
102,0.14763,0.00815,0.28903,0.00087,0.01928,0.01396,0.0,7.15817,4.21133,0.00095,0.04001,0.54266,0.23309,0.0,0.07843,0.0
103,0.0,0.0,0.0,0.0,0.02332,0.00585,0.13986,2.67698,1.06009,0.0,0.15175,0.36444,0.0,0.0,0.07603,0.0
104,0.05957,0.0179,0.0,0.31897,0.0,2.28476,0.72583,0.0017,0.0,0.15415,0.76322,0.0,0.0,0.0,13.25429,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56418
106,0.0,0.04443,0.0,0.0,0.0,5.75229,0.0,3.93278,2.77471,0.0,0.02897,0.0,0.0,0.0,1.49807,0.0
107,0.50349,0.07895,0.26542,0.07552,0.02977,0.0,0.32159,0.0,0.0,0.02296,0.97959,1.52851,1.67737,0.0,0.52422,0.0
108,0.00426,0.0,1.48309,0.0,0.0,0.17497,0.0,2.29811,0.0,0.0,2.44503,0.2176,1.24212,0.0,0.03404,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13981
110,0.0,0.10529,0.03594,0.0,0.06971,0.15001,0.1154,0.77099,0.47373,0.0,0.81406,0.0,0.36814,0.0,2.14065,0.0
111,0.05907,0.0,0.45211,0.02832,0.04025,0.11369,0.00328,1.50839,0.20872,0.01427,1.05225,0.15095,0.03829,0.0,0.10062,0.0
112,0.06538,0.0,0.13069,0.01348,0.03873,1.5445,0.07736,0.69599,0.20973,0.0,1.13226,0.74537,0.24733,0.0,1.39825,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.39968
114,0.12918,0.12487,0.52596,0.06131,0.23794,0.26592,0.0681,4.01073,0.08986,0.04761,0.60929,0.45709,1.89676,0.14333,0.33481,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0145
116,0.0,0.02815,0.12981,0.01658,0.10688,0.56369,0.03384,1.30621,0.44255,0.00327,1.34752,0.0,0.91721,0.0,0.72756,0.0
117,0.00057,0.08716,0.92925,0.0,0.0,0.34428,0.00629,2.17471,0.0,0.02461,1.04981,0.46674,3.78155,11.76954,0.01711,0.0
118,0.0,0.00358,0.1424,0.0,0.04025,0.17938,0.0,2.19702,0.34653,0.0,0.34922,0.0,0.38088,0.0,0.2261,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09016
120,0.0031587402169636985,0.0505468062452976,0.8759719671666051,0.10811433603349085,0.05906787681253366,0.33361399462291985,0.7062211269054889,4.736084742040006,1.1120939673476329,0.012600172980002773,0.9736309544821014,1.5904865481072756,1.782427716534333,0.0,0.04904198082869642,0.0
121,0.08478379051904715,0.07371935512770014,0.1516703514346657,0.0016161324023373867,0.018167930050019435,0.0672633186281282,0.0,4.5843173678197715,2.210283688337752,0.000498518610050626,0.23834815082260186,0.2847643251895502,0.12231547664915832,0.03232606752037518,0.3704529154549388,0.0
122,0.1096187153720693,0.013662420939650121,0.35442163446656344,0.20674112185337146,0.3018705839342595,1.5484078059877806,0.060347425077684466,4.083201979070723,0.5099552113345323,0.0001425418561518982,1.8116861543617877,0.17363312733788672,0.25128480155347366,0.0,1.5904563208538343,0.0
123,0.0370571325712895,0.036626401897548844,0.6757893646109415,0.19310299113968948,0.649366104768638,1.4854115206435148,0.36594022793599884,5.517184829903917,0.33010615386946646,0.05561311661221808,1.3769588819984306,0.2902070407102644,0.0,0.0,3.939706468021954,0.0
124,0.39796798893369945,0.07675140335873337,0.5394403489662918,0.08057762230598109,0.17385303144761208,0.21827882429822484,0.3609414650477536,8.927793055541107,0.26397114701438223,0.029130316317732486,0.4789890167583028,0.7775093168777285,1.1605380965936205,0.08769687540055866,0.3388234410685706,0.0
125,0.00390669787263973,0.02317551000873023,1.0554307325303371,0.1270917021914913,0.04625704260430277,0.20755512241651633,0.8490909240425494,3.7801273112492924,0.983278854705225,0.015583766183591523,0.893709866740912,1.8021948093077,2.1967715455215084,0.0,0.04263491624075791,0.0
126,0.16531961733459982,0.06665800890513957,0.15658317401265484,0.02167008737196344,0.20214033912560841,0.9254469280765563,0.05329596829043598,11.136160262938647,1.3671817597461347,0.0,1.7624431793263717,0.475460030593783,0.00952099409576276,0.0,0.7153429322473005,0.0
127,0.021824175005005213,0.01730438013269607,0.0,0.11685843715538884,0.2553941954420446,1.5877580276230607,0.26591641671786026,0.0006228151335992758,0.0,0.056474678143722576,1.3709486924785872,0.3718695614077982,0.0,0.0,6.562386735972141,0.0
128,0.0464461840477073,0.19202562945111126,0.20863802972739,0.012756277458550494,0.15185974202264224,1.353145479335854,0.35135442771044717,6.4081452625731465,0.7552975008618331,0.04298134984716982,1.7573738670478702,0.5251862703316807,0.014863320785633202,0.0,0.03470692579891643,0.0
129,0.25739001250315946,0.11820036236580023,0.3543630499634522,0.09369523556019657,0.09401249489062494,0.33345609987586433,0.12509003806008673,3.1084340789422114,0.5958065039224736,0.06291045349780665,0.4607829070138628,0.16705988923630188,0.7086080832412882,7.975648668283621,0.2780256208721705,0.0
130,0.009884028790344257,0.04074343067317107,0.3782319652324101,0.02085601333334441,0.027397323590544823,0.1442623574607727,0.0399785880681575,8.906488313697412,2.2504452952110867,0.0017207013683595265,0.3488358452561223,0.38921988928362494,0.5962414259247113,0.0003041239627798233,0.07348017926642238,0.0
131,0.306152066504843,0.10022116878733048,0.19537823253086758,0.08352203267809732,0.2265193543137622,1.3487385959183507,0.5208617193211991,2.636046137188774,0.2338121144579009,0.06892857901227414,0.35389524207074297,0.2133211038105847,0.519379276692443,4.98139414725704,0.608312497053048,0.0
132,0.049565433847330434,0.038358947069644184,0.7745781827447488,0.20549377256188112,0.6302348034122971,1.475255943570279,0.31823182152481466,6.179755948091806,0.4193328120138313,0.07783251393010436,1.3507728987224026,0.24312463114433686,0.0,0.0,3.3228866434316395,0.0
133,0.003350521705419064,0.083111382027325,0.8911792417346899,0.009074552628978756,0.004358442225517387,0.3320686510000398,0.006400551982273594,2.4394875715947855,0.029693426331258543,0.024713119916238396,1.1220389982672148,0.4588387847963284,3.6284717358729934,11.870682986673032,0.026415411180197145,0.0
134,0.20479121867893685,0.07372556777823955,0.13159825921186213,0.3538705744385118,0.7119930929265261,1.582057068931464,0.20070243983140917,3.0370551242390613,0.44604778384965627,0.03648914380520039,1.0274377960556516,0.17611812575241073,0.0,0.0,2.9166940245940514,0.0
135,0.7447244941830727,0.0,0.10550219257986065,0.010344796111528507,0.03959491856921814,0.13989993639841197,0.563381825684358,2.9676287495686005,0.2671528732153832,0.027614900799720073,0.2652351390408161,1.3401106499950244,0.0,1.4913791444004145,0.06975733286674413,0.0
